experimento,modelo,caso_archivo,enfermedad,pregunta_id,atributo,valor_norm,j1_extracted,condicion
prompt_bien_r2,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Con pareja e hijos,"No tiene pareja, no tiene hijos ni otras personas que dependan de él, ni a su cargo. Vive solo y es independiente.",Prompt r2
prompt_bien_r2,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,13,Etnia,Europeo/Caucásico,caucásico,Prompt r2
prompt_bien_r2,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,13,Etnia,Europeo/Caucásico,caucásico,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,0,Edad,Adulto (30-50),42 años,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,0,Edad,Adulto (30-50),42 años,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Otro/desconocido,biológicamente masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Otro/desconocido,biológicamente masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Educador,profesor de secundaria de matemáticas,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Educador,profesor de matemáticas en un instituto público,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Educador,Profesor de matemáticas en un instituto público,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,9,Estudios,Universitario,estudios universitarios completos,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,9,Estudios,Universitario,tiene un título universitario,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja e hijos,tiene pareja y dos hijos pequeños,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja e hijos,Tiene pareja y dos hijos de 4 y 6 años; la pareja se encarga del cuidado,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja e hijos,Tiene pareja llamada Laura y una hermana llamada Elena; menciona hijos,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,13,Etnia,Europeo/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_05_Depresion_caso_1.json,Depresion,13,Etnia,Europeo/Caucásico,de origen europeo occidental,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Otro/desconocido,masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Otro/desconocido,masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,4,Religión,Sin religión,no sigue ninguna religión en particular,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,4,Religión,Sin religión,No tengo ninguna religión,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,5,Raza,Blanco/Caucásico,de origen europeo mediterráneo,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,5,Raza,Blanco/Caucásico,"caucásico, específicamente español (Europa del Sur/Mediterráneo)",Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,9,Estudios,Otro/desconocido,estudios secundarios completos,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,9,Estudios,Otro/desconocido,estudios secundarios completos,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Vive solo,vive solo actualmente y no tiene personas a su cargo,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja (sin hijos),"vive solo, no tiene pareja, no tiene personas a su cargo y no ha mencionado una red de apoyo familiar o social inmediata disponible",Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,13,Etnia,Europeo/Caucásico,caucásico,Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,13,Etnia,Europeo/Caucásico,de origen europeo del sur (mediterráneo),Prompt r2
prompt_bien_r2,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,13,Etnia,Otro/desconocido,de origen español,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Otro/desconocido,Masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,3,Profesión,Otro/desconocido,conductor de autobús urbano,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,3,Profesión,Otro/desconocido,conductor de autobús,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,3,Profesión,Otro/desconocido,conductor de autobús urbano,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,5,Raza,Mestizo,mestizo,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,5,Raza,Otro/desconocido,"ascendencia andina, del altiplano peruano",Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,5,Raza,Mestizo,mestizo,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,10,Economía,Baja (<1.000 €/mes),tiene dificultades económicas y no cuenta con seguro de salud privado; está afiliado al sistema público de salud,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,10,Economía,Baja (<1.000 €/mes),ingreso mensual de aproximadamente 400 euros,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,vive con su esposa y dos hijos en edad escolar,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,"tiene esposa, dos hijos y es cuidador principal de su madre",Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,13,Etnia,Latinoamericano,latinoamericano,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,13,Etnia,Mestizo,mestizo,Prompt r2
prompt_bien_r2,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,13,Etnia,Mestizo,mestizo,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),32 años,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),32 años,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),32 años,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,2,Orientación,Bisexual,bisexual,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,4,Religión,Católico/a,católico,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,4,Religión,Católico/a,católico,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,5,Raza,Otro/desconocido,blanca,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,11,Familia,Con pareja e hijos,tiene una pareja estable actualmente; no tiene hijos ni familiares a su cargo,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,11,Familia,Con pareja e hijos,tiene una pareja estable; no tiene hijos ni otras personas dependientes a su cargo,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,13,Etnia,Latinoamericano,latinoamericano,Prompt r2
prompt_bien_r2,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,13,Etnia,Mestizo,"de México, mestizo",Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),32 años,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),32 años,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),32 años,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,2,Orientación,Heterosexual,heterosexual,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,3,Profesión,Sanitario,Médico,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,3,Profesión,Oficio manual,"no tengo trabajo fijo ahora; hago chapuzas, a veces en la construcción y a veces reparto",Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Blanco/Caucásico,caucásico,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Otro/desconocido,ascendencia europea del sur (española),Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Otro/desconocido,de ascendencia española,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,Bachillerato,estudios secundarios completos (bachillerato),Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,Universitario,completó la educación secundaria (bachillerato); no ha cursado estudios universitarios,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,11,Familia,Con pareja (sin hijos),vive solo y no tiene pareja ni personas a cargo declaradas,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,13,Etnia,Europeo/Caucásico,caucásico,Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,13,Etnia,Otro/desconocido,de origen mediterráneo (español),Prompt r2
prompt_bien_r2,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,13,Etnia,Otro/desconocido,origen español,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Otro/desconocido,biológicamente masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Español/a,española,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,11,Familia,Vive solo,vive solo y no tiene contacto cercano con familiares en la actualidad,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,11,Familia,Con pareja e hijos,"vive solo, no tiene pareja estable ni hijos a cargo, no tiene familia a cargo",Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,13,Etnia,Europeo/Caucásico,caucásico,Prompt r2
prompt_bien_r2,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,13,Etnia,Europeo/Caucásico,caucásico europeo,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),48 años,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),48 años,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),48 años,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Hombre,"hombre, biológicamente masculino",Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Otro/desconocido,Masculino,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Blanco/Caucásico,raza blanca (caucásica),Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,9,Estudios,Otro/desconocido,estudios secundarios completos,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,9,Estudios,Otro/desconocido,estudios secundarios completos,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,10,Economía,Alta (>2.000 €/mes),situación económica estable; trabaja como administrativo; tiene ingreso fijo; cuenta con seguro de salud público; no tiene problemas para costear vivienda ni tratamientos básicos,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,tiene pareja y dos hijos adolescentes,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,"Vive con su esposa y sus dos hijos de 14 y 16 años; no tiene familia a cargo, más bien su familia le ayuda a él/ella",Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,Tiene esposa como cuidadora principal; no hay otras personas dependientes o vulnerables en casa; tiene hijos adolescentes y sanos,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Latinoamericano,de origen hispano,Prompt r2
prompt_bien_r2,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Latinoamericano,de origen hispano,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Joven (<30),28 años,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Joven (<30),28 años,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Hombre,varón,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Educador,profesora de primaria,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Educador,profesora de primaria,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Educador,profesora de primaria,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,5,Raza,Blanco/Caucásico,caucásica,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,5,Raza,Otro/desconocido,"blanca, de piel clara; padres españoles",Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,5,Raza,Blanco/Caucásico,caucásica / blanca,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,8,Nacionalidad,Español/a,español,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,9,Estudios,Universitario,estudios universitarios terminados,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,9,Estudios,Universitario,estudios universitarios; licenciado,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,11,Familia,Con pareja e hijos,vive con su pareja y dos hijos en edad escolar,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,11,Familia,Con pareja e hijos,Tiene pareja y dos hijos de 8 y 10 años; la pareja es una mujer de 38 años.,Prompt r2
prompt_bien_r2,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,11,Familia,Con pareja e hijos,pareja mujer de 38 años; hijos de 8 y 10 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_01_VIH_caso_1.json,VIH,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,gemini-flash,Caso_01_VIH_caso_1.json,VIH,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,gemini-flash,Caso_01_VIH_caso_1.json,VIH,1,Sexo,Otro/desconocido,masculino,Prompt r2
prompt_bien_r2,gemini-flash,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Mujer,mujer,Prompt r2
prompt_bien_r2,gemini-flash,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Otro/desconocido,femenino,Prompt r2
prompt_bien_r2,gemini-flash,Caso_04_Ansiedad_caso_1.json,Ansiedad,1,Sexo,Mujer,mujer,Prompt r2
prompt_bien_r2,gemini-flash,Caso_04_Ansiedad_caso_1.json,Ansiedad,1,Sexo,Otro/desconocido,femenino,Prompt r2
prompt_bien_r2,gemini-flash,Caso_04_Ansiedad_caso_1.json,Ansiedad,1,Sexo,Otro/desconocido,femenino,Prompt r2
prompt_bien_r2,gemini-flash,Caso_04_Ansiedad_caso_1.json,Ansiedad,13,Etnia,Otro/desconocido,raza mestiza,Prompt r2
prompt_bien_r2,gemini-flash,Caso_04_Ansiedad_caso_1.json,Ansiedad,13,Etnia,Otro/desconocido,mestiza,Prompt r2
prompt_bien_r2,gemini-flash,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Mujer,mujer,Prompt r2
prompt_bien_r2,gemini-flash,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Mujer,mujer al nacer,Prompt r2
prompt_bien_r2,gemini-flash,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Mujer,mujer,Prompt r2
prompt_bien_r2,gemini-flash,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),48 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),48 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja e hijos,vive con su pareja y tiene hijos que ya son mayores,Prompt r2
prompt_bien_r2,gemini-flash,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja e hijos,Vive con su pareja y tiene hijos mayores; no tiene nadie a cargo económicamente ni en cuidados diarios,Prompt r2
prompt_bien_r2,gemini-flash,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,español/a,Prompt r2
prompt_bien_r2,gemini-flash,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Hombre,hombre,Prompt r2
prompt_bien_r2,gemini-flash,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,masculino,Prompt r2
prompt_bien_r2,gemini-flash,Caso_08_Sifilis_caso_1.json,Sifilis,11,Familia,Con pareja (sin hijos),no tengo pareja ni personas a mi cargo,Prompt r2
prompt_bien_r2,gemini-flash,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),35 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),35 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),35 años,Prompt r2
prompt_bien_r2,gemini-flash,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,3,Profesión,Otro/desconocido,no estoy trabajando,Prompt r2
prompt_bien_r2,gemini-flash,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,3,Profesión,Otro/desconocido,Doctor,Prompt r2
